0.000000;50
0.000023;53
0.000045;56
0.000068;59
0.000091;62
0.000113;65
0.000136;68
0.000159;71
0.000181;74
0.000204;76
0.000227;79
0.000249;81
0.000272;84
0.000295;86
0.000317;88
0.000340;90
0.000363;92
0.000385;93
0.000408;95
0.000431;96
0.000454;97
0.000476;98
0.000499;99
0.000522;99
0.000544;99
0.000567;99
0.000590;99
0.000612;99
0.000635;99
0.000658;98
0.000680;97
0.000703;96
0.000726;95
0.000748;93
0.000771;92
0.000794;90
0.000816;88
0.000839;86
0.000862;84
0.000884;82
0.000907;79
0.000930;77
0.000952;74
0.000975;71
0.000998;68
0.001020;65
0.001043;62
0.001066;59
0.001088;56
0.001111;53
0.001134;50
0.001156;47
0.001179;44
0.001202;41
0.001224;37
0.001247;34
0.001270;31
0.001293;29
0.001315;26
0.001338;23
0.001361;20
0.001383;18
0.001406;16
0.001429;13
0.001451;11
0.001474;9
0.001497;8
0.001519;6
0.001542;4
0.001565;3
0.001587;2
0.001610;1
0.001633;0
0.001655;0
0.001678;0
0.001701;0
0.001723;0
0.001746;0
0.001769;0
0.001791;1
0.001814;2
0.001837;3
0.001859;4
0.001882;5
0.001905;7
0.001927;9
0.001950;11
0.001973;13
0.001995;15
0.002018;17
0.002041;20
0.002063;22
0.002086;25
0.002109;28
0.002132;30
0.002154;33
0.002177;36
0.002200;39
0.002222;43
0.002245;46
0.002268;49
0.002290;52
0.002313;55
0.002336;58
0.002358;61
0.002381;64
0.002404;67
0.002426;70
0.002449;73
0.002472;76
0.002494;78
0.002517;81
0.002540;83
0.002562;85
0.002585;88
0.002608;89
0.002630;91
0.002653;93
0.002676;94
0.002698;96
0.002721;97
0.002744;98
0.002766;98
0.002789;99
0.002812;99
0.002834;99
0.002857;99
0.002880;99
0.002902;99
0.002925;98
0.002948;97
0.002971;96
0.002993;95
0.003016;94
0.003039;92
0.003061;91
0.003084;89
0.003107;87
0.003129;84
0.003152;82
0.003175;80
0.003197;77
0.003220;74
0.003243;72
0.003265;69
0.003288;66
0.003311;63
0.003333;60
0.003356;57
0.003379;54
0.003401;51
0.003424;47
0.003447;44
0.003469;41
0.003492;38
0.003515;35
0.003537;32
0.003560;29
0.003583;26
0.003605;24
0.003628;21
0.003651;19
0.003673;16
0.003696;14
0.003719;12
0.003741;10
0.003764;8
0.003787;6
0.003810;5
0.003832;3
0.003855;2
0.003878;1
0.003900;1
0.003923;0
0.003946;0
0.003968;0
0.003991;0
0.004014;0
0.004036;0
0.004059;1
0.004082;2
0.004104;3
0.004127;4
0.004150;5
0.004172;7
0.004195;8
0.004218;10
0.004240;12
0.004263;14
0.004286;17
0.004308;19
0.004331;22
0.004354;24
0.004376;27
0.004399;30
0.004422;33
0.004444;36
0.004467;39
0.004490;42
0.004512;45
0.004535;48
0.004558;51
0.004580;54
0.004603;57
0.004626;61
0.004649;64
0.004671;67
0.004694;69
0.004717;72
0.004739;75
0.004762;78
0.004785;80
0.004807;83
0.004830;85
0.004853;87
0.004875;89
0.004898;91
0.004921;93
0.004943;94
0.004966;95
0.004989;97
0.005011;98
0.005034;98
0.005057;99
0.005079;99
0.005102;99
0.005125;99
0.005147;99
0.005170;99
0.005193;98
0.005215;98
0.005238;97
0.005261;95
0.005283;94
0.005306;93
0.005329;91
0.005351;89
0.005374;87
0.005397;85
0.005420;83
0.005442;80
0.005465;78
0.005488;75
0.005510;72
0.005533;70
0.005556;67
0.005578;64
0.005601;61
0.005624;58
0.005646;54
0.005669;51
0.005692;48
0.005714;45
0.005737;42
0.005760;39
0.005782;36
0.005805;33
0.005828;30
0.005850;27
0.005873;24
0.005896;22
0.005918;19
0.005941;17
0.005964;14
0.005986;12
0.006009;10
0.006032;8
0.006054;7
0.006077;5
0.006100;4
0.006122;3
0.006145;2
0.006168;1
0.006190;0
0.006213;0
0.006236;0
0.006259;0
0.006281;0
0.006304;0
0.006327;1
0.006349;1
0.006372;2
0.006395;3
0.006417;5
0.006440;6
0.006463;8
0.006485;10
0.006508;12
0.006531;14
0.006553;16
0.006576;18
0.006599;21
0.006621;24
0.006644;26
0.006667;29
0.006689;32
0.006712;35
0.006735;38
0.006757;41
0.006780;44
0.006803;47
0.006825;50
0.006848;54
0.006871;57
0.006893;60
0.006916;63
0.006939;66
0.006961;69
0.006984;72
0.007007;74
0.007029;77
0.007052;80
0.007075;82
0.007098;84
0.007120;87
0.007143;89
0.007166;90
0.007188;92
0.007211;94
0.007234;95
0.007256;96
0.007279;97
0.007302;98
0.007324;99
0.007347;99
0.007370;99
0.007392;99
0.007415;99
0.007438;99
0.007460;98
0.007483;98
0.007506;97
0.007528;96
0.007551;94
0.007574;93
0.007596;91
0.007619;90
0.007642;88
0.007664;85
0.007687;83
0.007710;81
0.007732;78
0.007755;76
0.007778;73
0.007800;70
0.007823;67
0.007846;64
0.007868;61
0.007891;58
0.007914;55
0.007937;52
0.007959;49
0.007982;46
0.008005;43
0.008027;40
0.008050;36
0.008073;33
0.008095;31
0.008118;28
0.008141;25
0.008163;22
0.008186;20
0.008209;17
0.008231;15
0.008254;13
0.008277;11
0.008299;9
0.008322;7
0.008345;5
0.008367;4
0.008390;3
0.008413;2
0.008435;1
0.008458;0
0.008481;0
0.008503;0
0.008526;0
0.008549;0
0.008571;0
0.008594;0
0.008617;1
0.008639;2
0.008662;3
0.008685;4
0.008707;6
0.008730;7
0.008753;9
0.008776;11
0.008798;13
0.008821;16
0.008844;18
0.008866;20
0.008889;23
0.008912;26
0.008934;29
0.008957;31
0.008980;34
0.009002;37
0.009025;40
0.009048;44
0.009070;47
0.009093;50
0.009116;53
0.009138;56
0.009161;59
0.009184;62
0.009206;65
0.009229;68
0.009252;71
0.009274;74
0.009297;76
0.009320;79
0.009342;82
0.009365;84
0.009388;86
0.009410;88
0.009433;90
0.009456;92
0.009478;93
0.009501;95
0.009524;96
0.009546;97
0.009569;98
0.009592;99
0.009615;99
0.009637;99
0.009660;99
0.009683;99
0.009705;99
0.009728;99
0.009751;98
0.009773;97
0.009796;96
0.009819;95
0.009841;93
0.009864;92
0.009887;90
0.009909;88
0.009932;86
0.009955;84
0.009977;81
0.010000;79
0.010023;76
0.010045;74
0.010068;71
0.010091;68
0.010113;65
0.010136;62
0.010159;59
0.010181;56
0.010204;53
0.010227;50
0.010249;46
